"Source","Target"
Alexander McArthur,business
Alexander McArthur,political
Arthur Edward McCallum,armed services
James McClelland,business
William McCoskry,merchant
William McCoskry,administrative
James McCraith,medical
James McCrevey,medical
James McCrevey,armed services
John Ferguson McLennan,academic
John Ferguson McLennan,legal
Walter McLeod,medical
John Frederick McNair,armed services
John Frederick McNair,civil service
John Frederick McNair,engineer
H McNicholl,medical
Barr Meadows,medical
Thomas Taylor Meadows,diplomacy
John Medd,medical
William H Medd,medical
Charles William Carter Madden Medlicott,medical
James Aitken Meigs,academic
James Aitken Meigs,librarian
John Magens Mello,church
John Magens Mello,archaeologist
John Magens Mello,geologist
Robert Menzies,medical
Robert Menzies,armed services
Edward Meryon,medical
Samuel Messenger,business
Alexander Michie,business
John M  (or H ) Middleton,medical
Louis Remy Mignot,artist
Franciscus Miklosich,academic
William Augustus Miles,legal
John Mill,medical
John Mill,literary
John Miller,legal
Joseph Milligan,medical
J M C Mills,legal
Henri Milne-Edwards,zoologist
W R Milner,medical
x Milton,political
x Milton,explorer
x Milton,aristocracy
B G Miraglia,medical
B G Miraglia,poet
J B Mirrlees,business
Alexander (1) Mitchell,political
Arthur Mitchell,medical
Rajendralala Mitra,historian
Rajendralala Mitra,archaeologist
St George J Mivart,academic
Robert G Moger,medical
Matthew Moggridge,archaeologist
Jakob Moleschott,academic
Jakob Moleschott,philosopher
Jakob Moleschott,political
Frederick William Monk,business
William Monk,church
J Monro,medical
Patrick Montgomery,armed services
x Moon,church
George Moore,medical
J  Daniel Moore,medical
John (1) Moore,business
John (2) Moore,medical
Joseph Moore,medical
Robert Waters Moore,medical
William Gosling Moore,artist
William Gosling Moore,business
Modeliar P S Mootoosaumy,medical
Fortescue John Morgan,medical
William Henry Morgan,medical
Thomas B Moriarty,medical
Alexander Morison,medical
James Cotter Morison,literary
Charles Adolphe Morlot,academic
Edward Rowley Morris,antiquarian
Edward Rowley Morris,business
H C  Grove Morris,armed services
John Morris,legal
James Holmes Morrison,medical
Richard James ('Zadkiel') Morrison,armed services
Richard James ('Zadkiel') Morrison,astrologer
Walter Morrison,political
Walter Morrison,business
Edward John Morshead,civil service
John Robert Mortimer,merchant
John Robert Mortimer,archaeologist
Svend Mosling,engineer
C B Mosse,medical
George Mott,business
Joseph Mould,church
Walter Moxon,medical
J Muir,academic
Henry Muirhead,medical
August Muller,academic
Ferdinand Muller,academic
Ferdinand Muller,medical
Friedrich Max Muller,philologist
Friedrich Max Muller,orientalist
Johan Muller,academic
Johan Muller,medical
Francis Kerridge Munton,legal
Roderick Impey Murchison,aristocracy
Roderick Impey Murchison,academic
Roderick Impey Murchison,museum work
Roderick Impey Murchison,geologist
Edward W Murphy,medical
J C Murray,medical
John Murray,business
John (1) Murray,armed services
John (2) Murray,medical
N G Mussabini,business
Dadabhai Naoroji,political
Dadabhai Naoroji,business
William Napier,legal
William Napier,literary
William Napier,administrative
William Napier,journalist
William Donald Napier,medical
Robert Lucas Nash,business
Alexander Nasmyth,medical
F B  Bernard Natusch,business
William Neison,legal
Robert Stirling (1) Newall,business
P H Newnham,church
Alfred Vincent Newton,inventor
G  Jasper Nicholls,civil service
G  Jasper Nicholls,legal
Brinsley Nicholson,armed services
Brinsley Nicholson,medical
Brinsley Nicholson,academic
Charles Nicholson,aristocracy
Charles Nicholson,political
Charles Nicholson,academic
J  Dyce Nicol,political
Donald Nicoll,business
Donald Nicoll,inventor
Donald Nicoll,political
Giustiniano Nicolucci,academic
Giustiniano Nicolucci,anthropologist
Giustiniano Nicolucci,ethnologist
Giustiniano Nicolucci,archaeologist
Sven Nilsson,zoologist
Sven Nilsson,archaeologist
Roden Noel,literary
Roden Noel,aristocracy
John Spencer Noldwritt,academic
Karl Friedrich Nordmann,civil engineer
Henry Norsworthy,academic
Samuel William North,medical
Josiah Clark Nott,medical
John Nottingham,medical
Richard Maddock Nunn,medical
Thomas William Nunn,medical
Charles O'Callaghan,medical
Luke Smyth O'Connor,armed services
George O'Gorman,diplomacy
Edward O'Riley,administrative
J L O'Sullivan,literary
J L O'Sullivan,diplomacy
William Ogilby,legal
William Ogilby,medical
William Ogilby,academic
G H Ogston,academic
Laurence Oliphant,political
Samuel Pasfield Oliver,armed services
Gustav Oppert,academic
William M Ord,medical
John Benn Ormathwaite,aristocracy
John Benn Ormathwaite,political
Sherard Osborn,armed services
Sherard Osborn,explorer
John William Willoughby Osborne,armed services
Charles Otto,medical
Charles Otto,academic
Frederick Ouvry,legal
H  Burnard Owen,church
John Fletcher Owen,armed services
Richard Owen,anatomist
Richard Owen,biologist
Richard Owen,museum work
Richard Owen,palaeontologist
Robert Brisco Owen,medical
Samuel R J Owen,armed services
John Downes Owens,medical
J D V Packman,medical
Thomas Page,engineer
Henry James Paine,medical
William Paley,medical
William Gifford Palgrave,academic
Silas Palmer,medical
Silas Palmer,archaeologist
Louis Philippe d'Orleans Paris,aristocracy
J W Parker,business
Walter Mantell Parker,engineer
Walter Mantell Parker,ironmaker
Harry Parkes,diplomacy
King John Parr,armed services
King John Parr,medical
Dashwood G Parry,business
Theodore D'Orville Partridge,medical
Charles Pasley,aristocracy
Charles Pasley,armed services
Charles Pasley,engineer
Alexander Paspati,medical
George K H Paterson,medical
Robert Paterson,medical
Edward Peacock,academic
Edward Peacock,literary
Thomas Bevill Peacock,medical
George Peacocke,medical
George Peacocke,armed services
Charles Thomas Pearce,medical
Frederick Edward Pearse,medical
C H Pearson,academic
Alfred Henry Pechell,legal
J M Peebles,diplomacy
Robert Peel,medical
John Peiser,business
W S Pendon,medical
Francisco E Pereira,legal
William Perkins,business
James Perrin,lexicographer
James Perrin,linguist
James Perrin,naturalist
John Beswick Perrin,medical
Erskine Perry,aristocracy
Erskine Perry,political
George Michael Perry,medical
S G F Perry,church
Josef Anton Maximilian Perty,naturalist
Josef Anton Maximilian Perty,entomologist
Augustus Heinrich Petermann,map maker
Horace William Petherick,artist
George Petrie,legal
William Vesalius Pettigrew,medical
Arthur Phayre,administrative
Arthur Phayre,armed services
Barnet Phillips,business
Barnet Phillips,literary
Barnet Phillips,journalist
Barnet Phillips,armed services
Philip Phoebus,medical
Charles Pickering,naturalist
Francois Jules Pictet,academic
Francois Jules Pictet,zoologist
Francois Jules Pictet,palaeontologist
George William Septimus Piesse,academic
George William Septimus Piesse,business
Luke Owen Pike,legal
Luke Owen Pike,literary
Bedford Pim,explorer
Bedford Pim,legal
Bedford Pim,armed services
Bedford Pim,political
Thomas Ryan Pinchis,medallist
John Platts,academic
Charles Plummer,legal
Fenwick T Poole,legal
John Daniel Poole,medical
Matthew Conway Poole,armed services
Matthew Conway Poole,police
Reginald Stuart Poole,academic
Reginald Stuart Poole,museum work
R Pope,armed services
W H Pope,political
W H Pope,legal
R B Porter,engineer
T Postans,armed services
George Pouchet,naturalist
George Pouchet,anatomist
Emil Arnold Praeger,artist
Emil Arnold Praeger,engineer
Henry Pratt,medical
Thomas Prendergast,business
Thomas Prendergast,linguist
Joseph Prestwich,geologist
Joseph Prestwich,business
David S Price,museum work
Frederick George Hilton Price,banker
James Cowles Prichard,medical
Thomas Prichard,medical
Henry jun Prigg,academic
Thomas junr Pritchard,armed services
Thomas junr Pritchard,legal
Thomas junr Pritchard,literary
Thomas junr Pritchard,journalist
William T Pritchard,diplomacy
James C Proctor,medical
Robert Pulsford,political
H Purdon,medical
H S Purdon,medical
Bernard Quaritch,business
Bernard Quaritch,publisher
Lambert Adolphe Jacques Quetelet,astronomer
Lambert Adolphe Jacques Quetelet,mathematician
Lambert Adolphe Jacques Quetelet,statistion
Lambert Adolphe Jacques Quetelet,sociologist
Charles Rafn,historian
Charles Rafn,antiquarian
Antonio Raimondi,academic
Frank Ramsay,medical
George Dalhousie Ramsay,aristocracy
George Dalhousie Ramsay,political
George Dalhousie Ramsay,administrative
John Ramsay,business
John Ramsay,political
William Francis Ramsay,medical
Jabez Spence Ramskill,medical
H  Fowler Ransford,business
H  Fowler Ransford,legal
Edwin Ransom,business
Goday Naraen Gajapati Rao,Ruler
Goday Naraen Gajapati Rao,political
Charles Ratcliff,armed services
Henry Rawlinson,armed services
Henry Rawlinson,political
James Rawson,medical
W H Read,business
Charles Reade,literary
Charles Reade,legal
William Winwood Reade,historian
William Winwood Reade,explorer
William Winwood Reade,philosopher
James Reddie,civil service
Karl Bogislaus Reichert,anatomist
Lestock Robert Reid,administrative
Ernest Renan,academic
Ernest Renan,philosopher
Charles Jeremiah Renshaw,medical
Anders Retzius,academic
Anders Retzius,medical
M Ricardo,medical
Edward Jackson Riccard,medical
Charles Richardson,business
Francis Richardson,business
Francis Ignatio Rickard,armed services
William Ridley,church
"x Ripon, De Grey and",aristocracy
"x Ripon, De Grey and",political
Carl Ritter,geographer
Henry F Rivers,church
John Henry Rivett-Carnac,armed services
John Henry Rivett-Carnac,civil service
J Roberts,church
J Roberts,armed services
Alexander Robertson (2),medical
Daniel Brooke Robertson,diplomacy
Thomas Valentine Robins,artist
Edward Robinson,legal
George Augustus Robinson,administrative
Sampson Roch,armed services
Sampson Roch,medical
"James, jun Rock",business
Hamilton Roe,medical
George Rogers,medical
John Rogers,business
George Rolleston,medical
George Rolleston,academic
George Frederick Rolph,civil service
George Frederick Rolph,anthropologist
Hyacinthe Ronay,church
Charles Rooke,medical
James Anderson Rose,legal
James Anderson Rose,collector
x Rosehill,aristocracy
x Rosehill,armed services
Theodor A Rosenbusch,diplomacy
Theodor A Rosenbusch,business
John George Clunies Ross,administrative
x Roth,academic
Richard Wellesley Rothman,medical
Richard Wellesley Rothman,academic
E J Routh,academic
R W Rowbotham,medical
Harry Crommelin Rowcroft,armed services
Henry Rudall,business
Thomas Rudd,medical
Thomas Rudd,armed services
Frederick William Rudler,academic
Frederick William Rudler,mineralogist
H  Hodgson Rugg,medical
Samuel Rule,medical
Samuel Rule,armed services
John Ruskin,artist
John Ruskin,literary
A H Russell,armed services
Charles E Russell,armed services
Logan H  D Russell,medical
x Rutimeyer,zoologist
x Rutimeyer,geologist
x Rutimeyer,anatomist
x Rutimeyer,palaeontologist
George Augustus Frederick Ruxton,armed services
George Augustus Frederick Ruxton,explorer
Edward Ryan,legal
John Ryan,medical
Oluf Rygh,archaeologist
Oluf Rygh,philologist
Oluf Rygh,historian
David Salomons,political
David Salomons,aristocracy
William Severin Salting,legal
James Sandale,medical
James Sandale,armed services
Alfred Sanders,medical
Alfred Sanders,academic
Humfrey Sandwith,medical
Humfrey Sandwith,armed services
William Devonshire Saull,business
William Devonshire Saull,museum work
W H Scattergood,business
Hermann Schaaffhausen,anatomist
Hermann Schaaffhausen,paleoanthropologist
Hermann Schaaffhausen,anthropologist
William Mason Scharlieb,legal
Carl Ritter von Scherzer,explorer
Carl Ritter von Scherzer,diplomacy
Carl Ritter von Scherzer,academic
Robert  Herman Schomburgk,diplomacy
Robert  Herman Schomburgk,academic
Henry R Schoolcraft,legal
E S Schwabe,business
John (1) Scott,medical
John (2) Scott,medical
Robert Scott,academic
Robert S Scott,church
Thomas Scott,business
Wentworth Lascelles Scott,chemist
John Scouler,academic
John Scouler,medical
J  Eglinton Seaman,medical
E J Selwyn,church
William Selwyn,church
William Selwyn,academic
Carl Semper,academic
Carl Semper,ethnologist
Hugh R Semper,business
Lucy Ellen Sewall,medical
George Sexton,medical
Henry Danby Seymour,political
Henry Danby Seymour,aristocracy
W Sharp,medical
W J Sharpe,business
Frederick George Shaw,armed services
Frederick George Shaw,veterinary surgeon
Norton Shaw,medical
Robert Barkley Shaw,explorer
William Wardrop Shaw,business
x Sheffield,aristocracy
x Sheffield,political
H  Brinsley Sheridan,political
William Henry Sherwood,medical
Justin Shiel,armed services
Justin Shiel,diplomacy
John Joseph Shillinglaw,librarian
William Shipp,book seller
William Shipp,printer
John Shortt,armed services
John Shortt,medical
Charles Lionel Showers,armed services
Thomas R G Shute,business
James Kay Shuttleworth,aristocracy
James Kay Shuttleworth,political
Ramon de Silva-Ferro,diplomacy
Constantine Simonides,academic
Constantine Simonides,artist
S F Simonson,medical
Frank Simpson,medical
H V Simpson,medical
James Simpson,church
James Simpson,antiquarian
William Henry Simpson,artist
J  Marrion Sims,medical
R S Sisson,medical
x Skardon,armed services
James Henry Skene,diplomacy
Frederick Mackenzie Skues,armed services
Frederick Mackenzie Skues,medical
William Mackenzie Skues,medical
William Mackenzie Skues,armed services
Thomas Peyton Slapp,church
Bath Charles Smart,medical
J  Valentine Smedley,business
Andrew Smith,medical
Andrew Smith,explorer
D  Pye Smith,church
Edward Osborne Smith,business
George Hill Smith,medical
George Whitely Smith,business
Joseph J Smith,academic
Peter Smith,medical
Protheroe Smith,medical
Thomas Smith,medical
Thomas Eustace Smith,political
Thomas James Smith,medical
Thomas James Smith,business
Thomas Southwood Smith,medical
William Smith,business
Worthington George Smith,artist
Worthington George Smith,academic
Brice Smyth,medical
James Smyth,armed services
John E Smyth,medical
R  Brough Smyth,civil service
R  Brough Smyth,mining engineer
Frederick Snaith,medical
William Parker Snow,explorer
William Parker Snow,armed services
Samuel Solly,medical
Philip Southby,legal
Henry Southey,medical
James Bertram Sparhawk,business
Henry King Spark,business
G W Spence,medical
Peter Spence,business
W H Spence,academic
William Spence,economist
William Spence,entomologist
Edward Spooner,church
William Spottiswoode,academic
Flaxman Spurrell,medical
Ephraim George Squier,archaeologist
Ephraim George Squier,journalist
George St Clair,church
Bayle St John,literary
James Augustus St John,literary
Percy B St John,journalist
Spencer St John,diplomacy
Spencer St John,aristocracy
Edward St Maur,aristocracy
Edward Stamp,armed services
Edward Stamp,business
William Edward Stanbridge,political
Thomas C Stanley,church
John Stanton,legal
A B Stark,medical
Japetus Steenstrup,zoologist
Japetus Steenstrup,biologist
Japetus Steenstrup,academic
Carl (Karl) Steinhauer,academic
Carl (Karl) Steinhauer,museum work
William Frederick Cowell Stepney,aristocracy
A A Stewart,medical
Alexander Patrick Stewart,medical
Charles Edward Stewart,armed services
W S Stewart,armed services
John Stirling,artist
David Henry Stone,legal
Robert Sidney Stone,legal
William Storey,medical
William Story,medical
John Marmaduke Stourton,aristocracy
John Strachan,literary
x Strangford,aristocracy
x Strangford,literary
S Stratford,medical
Henry Stretton,church
Andrew Struthers,business
x Stuart,diplomacy
x Stuart,armed services
John William Studart,diplomacy
John James Sturz,diplomacy
John James Sturz,political
J P Sutherland,medical
Peter Cormac Sutherland,medical
Edwin C Suttor,legal
George Suttor,farmer
Horace Swete,medical
Richard Levinge Swift,diplomacy
Algernon Charles Swinburne,literary
Algernon Charles Swinburne,poet
Robert Swinhoe,naturalist
Robert Swinhoe,administrative
David Sydenham,business
J J Sylvester,academic
J A Symonds,medical
J A Symonds,literary
William Samuel Symonds,church
William Samuel Symonds,geologist
G M Tagore,academic
G M Tagore,legal
Lawson Tait,medical
James Talbot de Malahide,aristocracy
James Talbot de Malahide,photographer
James Tanner,church
x Tasmania,church
Alexander Norman Tate,academic
Alexander Norman Tate,business
George Ralph Tate,medical
Ralph (1) Tate,academic
Thomas (1) Tate,literary
Thomas (1) Tate,mathematician
Thomas (2) Tate,medical
Thomas (2) Tate,academic
Thomas R Tatham,medical
E B Tawney,museum work
John Taylor,architect
Richard Stephens jnr Taylor,legal
Richard Temple,political
Richard Temple,administrative
Edward Tenison Ryan Tenison,medical
John Tennant,business
James Emerson Tennent,legal
Frederick Theed,medical
Robert Thin,medical
Connop Thirlwall,church
J L Thomas,medical
Alfred Robert Thompson,armed services
Fred Thompson,legal
John Thomson,photographer
L E Threlkeld,church
John Thrupp,legal
John Thrupp,literary
Edward Thurlow,church
John Thurnam,medical
Richard Hill Tiddeman,academic
Samuel Timmins,academic
x Tinsley,medical
E Tinsley,business
C D Tolme,business
James Tonnere,medical
William Tooke,legal
William Tooke,political
William Travers,medical
Edward Andrew Trevor,armed services
Nicolas Trubner,publisher
Nicolas Trubner,linguist
Gregory Tschurowsky,geologist
Gregory Tschurowsky,academic
Charles jun Tuckett,business
Charles jun Tuckett,museum work
Thomas Harrington Tuke,medical
x Tumangung of Jehore,Ruler
James Turle,medical
William F J Turner,medical
William Wadden Turner,academic
Arthur Turrell,artist
William Twining,medical
Carl Wilhelm Ferdinand Uhde,medical
John Underwood,medical
Herbert Taylor Ussher,armed services
J J C Valpy,church
Armenius Vambery,academic
Jonas Daniel Vaughan,legal
William Sandys Wright Vaux,academic
William Sandys Wright Vaux,museum work
Gonzalez Velasco,anthropologist
Gonzalez Velasco,museum work
Gonzalez Velasco,medical
Paul Vibraye,aristocracy
Henry Vignaud,diplomacy
Henry Vignaud,educator
Henry Vignaud,journalist
Henry Vignaud,armed services
Rudolph Virchow,academic
Rudolph Virchow,medical
Rudolph Virchow,political
Carl Vogt,academic
Benjamin Vulliamy,clockmaker
Thomas Francis Wade,diplomacy
Rudolph Wagner,academic
Theodore Waitz,academic
Cornelius Walford,business
Alexander Macnamee Walker,medical
George Walker,medical
James Walker,engineer
James Sydney Walker,business
Thomas Walker,private means
Alfred Russel Wallace,anthropologist
Alfred Russel Wallace,explorer
Alfred Russel Wallace,naturalist
Alfred Russel Wallace,geographer
Joshua Walmsley,administrative
Joshua Walmsley,armed services
Phillipp Alexander Walther,librarian
Phillipp Alexander Walther,historian
H C Walton,business
J W Walton,artist
Rienzi G Walton,business
Rienzi G Walton,artist
James Alfred Wanklyn,academic
Stephen Henry Ward,medical
Charles Warden,medical
Samuel Hibbert Ware,medical
Samuel Hibbert Ware,geologist
Samuel Hibbert Ware,antiquarian
James J Waring,medical
Edward Warner,political
Thomas T P  Bruce Warren,academic
Richard Archer Warwick,medical
Buchanan Washbourn,medical
George Waterhouse,naturalist
Samuel Watson,legal
John King Watts,legal
Andrew Scott Waugh,armed services
Stephen Webb,medical
Stephen Webb,armed services
Henry Webster,legal
John Webster,legal
Augustin Weisbach,medical
Hermann Welcker,academic
Hermann Welcker,inventor
Hermann Welcker,anatomist
Hermann Welcker,anthropologist
Mordaunt Wells,legal
Reginald Sackville West,church
Reginald Sackville West,aristocracy
Hodder Michael Westropp,archaeologist
James Whishaw,legal
x White,armed services
William Whitear,church
John B Whitehead,architect
Peter O Whitehead,architect
Thomas K Whitehead,architect
Thomas Haines Wickes,civil engineer
x Wienecke,medical
A L Wigan,medical
Augustus S Wilkins,academic
John Gardner Wilkinson,egyptologist
Charles R Williams,armed services
Frederick Martin Williams,political
Henry G Williams,business
John (1) Williams,medical
John (2) Williams,church
John (2) Williams,educator
John Wilkins Williams,medical
S W D Williams,medical
Thomas Williams,medical
G Williamson,medical
Matthew Willis,medical
J E  Eardley Wilmot,political
J E  Eardley Wilmot,legal
Daniel Wilson,academic
Frank Wilson,business
John Leigh Wilson,business
R Wilson,medical
William Newton Wilson,business
Alfred Wiltshire,medical
Alfred Tubb Windus,armed services
Benjamin Robert Winthrop,business
Henry Hoyte Winwood,church
Thomas Alexander Wise,medical
George Witt,medical
George Witt,business
von Wittich,academic
Henry Drummond Wolff,administrative
Edward Wood,medical
F  Henry Wood,armed services
J W Wood,medical
James Wood,academic
John George Wood,church
Robert Wood,business
William Spicer Wood,church
Robert Carr Woods,legal
Robert Carr Woods,literary
Joseph Hardman Worrall,naturalist
Jens Jacob Asmussen Worsaae,archaeologist
Jens Jacob Asmussen Worsaae,historian
Jens Jacob Asmussen Worsaae,political
Jens Jacob Asmussen Worsaae,museum work
Ferdinand Von Wrangell,armed services
Ferdinand Von Wrangell,explorer
William Wray,business
Francis Beresford Wright,business
Thomas Wright,antiquarian
Otto Wucherer,medical
James Wyld,political
James Wyld,map maker
Jeffries Wyman,naturalist
Jeffries Wyman,anatomist
Ashton Yates,political
W  Holt Yates,medical
James Yearsley,medical
Stephen Yeldham,medical
James A Youl,business
Arthur de Zeltner,diplomacy
