"Name","religion_id","birth_year","death_year","gender_id","data_source_id"
Edmund Walter Coleman,NA,NA,"1,870",1,1
Edouard J Villin,NA,"1,832","1,922",1,1
Edouard Lartet,NA,"1,801","1,871",1,1
Edward (1) Lawrence,NA,"1,825","1,909",1,1
Edward A Crouch,1,NA,NA,,3
Edward A Leatham,1,NA,NA,,3
Edward Andrew Trevor,NA,"1,839","1,886",1,1
Edward Arnold,NA,NA,"1,872",1,1
Edward Ash,1,NA,NA,,3
Edward B Bogg,NA,NA,NA,1,1
Edward B Harbour,NA,NA,"1,865",1,1
Edward Backhouse,1,"1,808","1,879",1,1
Edward Barrett Hodges Curteis,NA,NA,"1,886",1,1
Edward Beck,1,NA,NA,,3
Edward Bellamy,NA,"1,837","1,889",1,1
Edward Bickerton Evans,NA,"1,819","1,893",1,1
Edward Brown,NA,NA,NA,1,1
Edward C Anderson,NA,NA,NA,1,1
Edward C May,1,NA,NA,,3
Edward Carroll,1,NA,NA,,3
Edward Charles Healey,NA,"1,845","1,906",1,1
Edward Charlesworth,NA,"1,813","1,893",1,1
Edward Everett,NA,NA,NA,,3
Edward Gardiner Fishbourne,NA,NA,NA,1,1
Edward Greey,NA,"1,835","1,888",1,1
Edward Gurney,NA,NA,NA,,3
Edward Hooper May,NA,"1,831","1,914",1,1
Edward Jackson Riccard,NA,NA,"1,872",1,1
Edward James,1,NA,NA,,3
Edward John Eyre,NA,"1,815","1,901",1,1
Edward John Morshead,NA,"1,839","1,902",1,1
Edward Jun Backhouse,1,NA,NA,,3
Edward Lawford,NA,"1,820","1,899",1,1
Edward Lord,NA,"1,812","1,875",1,1
Edward Lucas,1,NA,NA,,3
Edward Lund,NA,"1,823","1,898",1,1
Edward Marsh,1,NA,NA,,3
Edward Martin,NA,NA,NA,1,1
Edward Meryon,NA,NA,NA,1,1
Edward Morris,NA,NA,NA,1,1
Edward Murray,NA,NA,NA,1,1
Edward North Buxton,1,NA,NA,,3
Edward North Clifton,NA,NA,NA,1,1
Edward O'Riley,NA,NA,NA,1,1
Edward Osborne Smith,NA,NA,"1,864",1,1
Edward Paull,1,NA,NA,,2
Edward Peacock,NA,"1,831","1,915",1,1
Edward Pease,1,NA,NA,,3
Edward Pick,NA,NA,NA,1,1
Edward Price Houghton,NA,NA,NA,1,1
Edward Priestman,NA,NA,NA,,3
Edward Priestman (2),1,NA,NA,,3
Edward Richardson,1,NA,NA,,3
Edward Robinson,NA,"1,794","1,863",1,1
Edward Rowley Morris,NA,"1,828","1,893",1,1
Edward Ryan,NA,"1,793","1,875",1,1
Edward Smith,1,NA,NA,,3
Edward Spooner,NA,"1,821","1,899",1,1
Edward St Maur,NA,NA,NA,1,1
Edward Stamp,NA,"1,814","1,872",1,1
Edward Sturman,NA,NA,NA,1,1
Edward Taylor,1,NA,NA,,3
Edward Tenison Ryan Tenison,NA,NA,"1,904",1,1
Edward Thomas,1,NA,NA,,3
Edward Thurlow,NA,NA,NA,1,1
Edward V Maur,NA,"1,804","1,885",1,1
Edward W Martin,NA,NA,NA,1,1
Edward W Murphy,NA,"1,802","1,877",1,1
Edward Warner,NA,"1,818","1,875",1,1
Edward William Brabrook,NA,"1,839","1,930",1,1
Edward Wood,NA,"1,810","1,892",1,1
Edwd Harris,1,NA,NA,,2
Edwin Bracher,1,NA,NA,,3
Edwin Brown,NA,"1,818","1,876",1,1
Edwin C Suttor,NA,"1,818","1,898",1,1
Edwin Chadwick,NA,"1,800","1,890",1,1
Edwin Foxton Firby,NA,NA,NA,1,1
Edwin Goadby,NA,"1,837",NA,1,1
Edwin Henry Baverstock,NA,NA,NA,1,1
Edwin Holborow King,NA,NA,"1,900",1,1
Edwin Lander,NA,NA,NA,1,1
Edwin Lee,NA,NA,NA,1,1
Edwin Ormond Brown,NA,NA,NA,1,1
Edwin Ransom,NA,"1,841","1,927",1,1
Egerton Ryerson,NA,NA,NA,,3
Egypt,,,,,
Eliza Barclay,1,NA,NA,,3
Eliza Bell,1,NA,NA,,3
Eliza Post,NA,NA,NA,,3
Elizabeth Allen,NA,NA,NA,,3
Elizabeth Bowley,1,NA,NA,,3
Elizabeth Charelton,1,NA,NA,,3
Elizabeth Dyer,1,NA,NA,,3
Elizabeth F Gibson,NA,NA,NA,,3
Elizabeth G Dimsdale,1,NA,NA,,3
Elizabeth Hills,1,NA,NA,,3
Elizabeth Howard,1,NA,NA,,3
Elizabeth Howard (2),1,NA,NA,,3
Elizabeth Priestman,NA,NA,NA,,3
Elizabeth S Dawes,1,NA,NA,,3
Elizabeth Tuckett,1,NA,NA,,3
Elliott Cresson,1,NA,NA,,3
Emil Arnold Praeger,NA,"1,817",NA,1,1
Emile Duhousset,NA,"1,823",NA,1,1
Emma Letchworth,NA,NA,NA,,3
Enrico Hillyer Giglioli,NA,"1,845","1,909",1,1
Entomological Society of London,,,,,
Ephraim George Squier,NA,"1,821","1,888",1,1
Erasmus (Ras) Darwin,NA,"1,804","1,881",1,1
Eric Williams,NA,NA,NA,1,1
Ernest Abraham Hart,NA,"1,835","1,898",1,1
Ernest Bates,NA,NA,NA,1,1
Ernest Dieffenbach,NA,"1,811","1,855",1,1
Ernest Renan,NA,"1,823","1,892",1,1
Ernst Hallier,NA,"1,831","1,904",1,1
Ernst Juch,NA,"1,838","1,909",1,1
Ernst Wilhelm Ritter von Brucke,NA,"1,819","1,892",1,1
Erskine Perry,NA,"1,806","1,882",1,1
Escott Chambers,NA,NA,NA,1,1
Essex Field Club,,,,,
Esther Beecham,NA,NA,NA,,3
Estrade Flores,NA,NA,NA,,3
Ethiopia,,,,,
"Ethnological Society, New York",,,,,
"Ethnological Society, Paris",,,,,
Etienne Gustave Mery,NA,NA,NA,1,1
Eugene Dally,NA,"1,833","1,887",1,1
Eugene Morris,NA,NA,NA,1,1
Evan Powell Meredith,NA,"1,811","1,889",1,1
Evert Julius Bonsdorff,NA,"1,810","1,898",1,1
Ex Libris Society,,,,,
F  Drummond Davies,NA,NA,NA,1,1
F  E Gibson,1,NA,NA,,3
F  Henry Wood,NA,"1,812","1,886",1,1
F Allen,NA,NA,NA,,3
F B  Bernard Natusch,NA,NA,NA,1,1
F C Dowley,NA,NA,NA,,3
F G Courthope,NA,NA,NA,1,1
F Good,NA,NA,NA,,3
F H Fitzwilliam,NA,NA,NA,1,1
F H Hobler,NA,NA,NA,1,1
F H Janson,NA,NA,NA,1,1
F Hudson,NA,NA,NA,1,1
F J Atkins,NA,NA,NA,,3
F J Bett,NA,NA,NA,,3
F J Thompson,1,NA,NA,,3
F J Walker,1,NA,NA,,3
F L Cotton,NA,NA,NA,1,1
F Maitland Innes,NA,NA,NA,,3
F R Priestman,NA,NA,NA,,3
F Seebohm,1,NA,NA,,3
F Squire,NA,NA,NA,,3
F T Littey,NA,NA,NA,1,1
F Taylor,1,NA,NA,,3
F W Chesson,NA,NA,NA,1,1
F W Coates,NA,NA,NA,1,1
F W Harrer,NA,NA,NA,1,1
F W Newman,NA,NA,NA,1,1
F W Ricketts,NA,NA,NA,1,1
F Woodhead,1,NA,NA,,3
Facundo Carulla,NA,NA,NA,1,1
Fanny Backhouse,NA,NA,NA,,3
Felix Garden,NA,NA,NA,1,1
Fenwick T Poole,NA,NA,NA,1,1
Ferdinand Muller,NA,"1,825","1,896",1,1
Ferdinand Vandeveer Hayden,NA,"1,829","1,887",1,1
Ferdinand Von Wrangell,NA,"1,797","1,870",1,1
Fererra Pinheiro,NA,NA,NA,,3
Field Naturalists Club of Victoria,,,,,
Fielden Thorpe,1,NA,NA,,3
Filippo Manetta,NA,NA,NA,1,1
Finland,,,,,
Flaxman Spurrell,NA,NA,NA,1,1
Folklore Society,,,,,
Forster Fryer,NA,NA,NA,,3
Fortescue John Morgan,NA,NA,NA,1,1
Fr Groth,NA,NA,NA,,3
France,,,,,
Frances Wright,NA,NA,NA,,3
Francis Alex (Frank) Wenham,NA,NA,NA,1,1
Francis Beresford Wright,NA,"1,837","1,911",1,1
Francis Brown,1,NA,NA,,3
Francis Campbell,NA,"1,798","1,877",1,1
Francis Campin,NA,NA,NA,1,1
Francis Duncan,NA,"1,836","1,888",1,1
Francis E Fox,1,NA,NA,,3
Francis Egerton,NA,"1,800","1,857",1,1
Francis G P Neison,NA,NA,NA,1,1
Francis Galton,NA,"1,822","1,911",1,1
Francis George Cornelius Wolber,NA,NA,NA,1,1
Francis Gibson,1,NA,NA,,3
Francis Griffiths,NA,NA,NA,1,1
Francis Ignatio Rickard,NA,"1,837","1,906",1,1
Francis Kerridge Munton,NA,NA,NA,1,1
Francis Lloyd,NA,NA,NA,1,1
Francis May,1,NA,NA,,3
Francis R Spry,NA,"1,834","1,913",1,1
Francis Richardson,NA,"1,815","1,896",1,1
Francis Tagart,NA,NA,NA,1,1
Francis Tuckett,1,NA,NA,,3
Francis Wright,1,NA,NA,,3
Francisco Delgado Jugo,NA,NA,NA,1,1
Francisco E Pereira,NA,NA,NA,1,1
Franciscus Miklosich,NA,"1,813","1,891",1,1
Francois Jules Pictet,NA,"1,809","1,872",1,1
Frank Calvert,NA,"1,828","1,908",1,1
Frank Carr Beard,NA,NA,NA,1,1
Frank Chance,NA,"1,825","1,897",1,1
Frank J Husband,NA,NA,NA,1,1
Frank Ramsay,NA,"1,821","1,884",1,1
Frank Simpson,NA,NA,NA,1,1
Frank William Breach,NA,NA,NA,1,1
Frank Wilson,NA,NA,NA,1,1
Frank Wrentmore,NA,NA,NA,1,1
Franklin Thomas Richards,NA,"1,847","1,905",1,1
Fran̤ois Louis Nompar de Caumont La Force Castelnau,NA,"1,810","1,880",1,1
Fred Thompson,NA,NA,"1,893",1,1
Frederick A B Crawfurd,NA,NA,NA,1,1
Frederick Alexander,1,NA,NA,,3
Frederick Ashby,NA,NA,NA,,3
Frederick Augustus Haserick,NA,"1,828","1,902",1,1
Frederick Baines,NA,NA,NA,,3
Frederick Bower,NA,NA,NA,1,1
Frederick Braby,NA,"1,830","1,911",1,1
Frederick Brome,NA,NA,"1,870",1,1
Frederick Butler Montgomerie,NA,"1,833",NA,1,1
Frederick Chatfield,NA,"1,801","1,872",1,1
Frederick Cock,NA,NA,NA,1,1
Frederick Cooper,NA,NA,NA,1,1
Frederick Crowley,1,NA,NA,,3
Frederick Duckworth,NA,NA,NA,1,1
Frederick E Davis,NA,NA,NA,1,1
Frederick Edmund Blyth,NA,"1,819","1,868",1,1
Frederick Edward Pearse,NA,"1,833","1,900",1,1
Frederick Fearon,NA,"1,826",NA,1,1
Frederick Firebrace,NA,NA,"1,917",1,1
Frederick Fryer,1,NA,NA,,3
Frederick George Hilton Price,NA,"1,842","1,909",1,1
Frederick George Lee,NA,"1,832","1,902",1,1
Frederick George Shaw,NA,NA,"1,918",1,1
Frederick Green,NA,NA,NA,1,1
Frederick Griffin,NA,"1,813","1,885",1,1
Frederick H Fox,1,NA,NA,,3
Frederick Henry Scott,NA,NA,NA,1,1
Frederick Hindmarsh,NA,NA,"1,875",1,1
Frederick Hovenden,NA,"1,838","1,911",1,1
Frederick J Bell,1,NA,NA,,3
Frederick John Jeffery,NA,NA,NA,1,1
Frederick King Green,NA,"1,842","1,915",1,1
Frederick Lawrence,NA,"1,821","1,867",1,1
Frederick Lucas,1,NA,NA,,3
Frederick Mackenzie Skues,NA,"1,834","1,911",1,1
Frederick Martin Williams,NA,"1,830","1,878",1,1
Frederick Ouvry,NA,"1,814","1,881",1,1
Frederick R Izard,NA,NA,NA,1,1
Frederick Scott Archer,NA,"1,813","1,857",1,1
Frederick Snaith,NA,NA,"1,869",1,1
Frederick Stanley Carpenter,NA,"1,817","1,890",1,1
Frederick Theed,NA,"1,814","1,880",1,1
Frederick Thompson,NA,NA,"1,885",1,1
Frederick Travers,NA,"1,808","1,876",1,1
Frederick Tuckett,1,NA,NA,,3
Frederick W Aley,NA,NA,NA,1,1
Frederick W Rogers,NA,NA,NA,1,1
Frederick Wells,NA,NA,NA,,3
Frederick Wheeler,1,NA,NA,,3
Frederick Whittock Darby,NA,NA,NA,1,1
Frederick William Cosens,NA,"1,819","1,889",1,1
Frederick William Hope,NA,"1,797","1,862",1,1
Frederick William Monk,NA,NA,NA,1,1
Frederick William Rudler,NA,"1,840","1,915",1,1
Frederick Wills,NA,NA,NA,,3
French Guiana,,,,,
Friedrich Max Muller,NA,"1,823","1,900",1,1
G  Jasper Nicholls,NA,NA,NA,1,1
G  Wythes Daniell,NA,NA,NA,1,1
G A Forteath,NA,"1,819","1,862",1,1
G A Hutchinson,NA,NA,NA,1,1
G A Robinson,NA,NA,NA,1,1
G B Holmes,1,NA,NA,,3
G C Rankin,NA,NA,NA,1,1
G E Richardson,1,NA,NA,,3
G F Angas,NA,NA,NA,,3
G F Whidbourne,NA,"1,805","1,871",1,1
G Grimshaw,1,NA,NA,,3
G H Ogston,NA,NA,NA,1,1
G J D Heath,NA,NA,"1,880",1,1
G J Gibson,NA,NA,NA,,3
G Kasimates,NA,NA,NA,1,1
G M Tagore,NA,"1,826","1,890",1,1
G Macgowan,NA,NA,NA,1,1
G N Mussabini,NA,NA,NA,1,1
G P Dall,NA,NA,NA,1,1
G Pritchard,NA,NA,NA,,3
G R Pumphrey,1,NA,NA,,3
G Ralston,NA,NA,NA,,3
G S Brady,1,NA,NA,,3
G T Day,NA,NA,NA,1,1
G W Alexander,1,NA,NA,,3
G W Spence,NA,NA,NA,1,1
G Williamson,NA,NA,NA,1,1
G van der Maalen,NA,NA,NA,,3
G van der Maerlen,NA,NA,NA,,3
Garrick Club,,,,,
Genealogical and Historical Society of Great Britain,,,,,
Geo Holmes,1,NA,NA,,2
Geographical Society of Paris,,,,,
Geological Society,,,,,
Geological Society of France,,,,,
Geologist's Association,,,,,
George (1) Campbell,NA,"1,824","1,892",1,1
George (1) Smith,NA,"1,828","1,873",1,1
George (2) Campbell,NA,NA,NA,1,1
George (2) Smith,NA,"1,840","1,876",1,1
George Abbott,NA,NA,NA,,3
George Alexander James,NA,NA,"1,868",1,1
George Allin,NA,NA,NA,1,1
George Amner,NA,"1,873","1,901",1,1
George Atkinson,NA,NA,NA,1,1
George Augustus Frederick Ruxton,NA,"1,821","1,848",1,1
George Augustus Robinson,NA,"1,791","1,866",1,1
George Balfour,NA,"1,809","1,894",1,1
George Bellas Greenough,NA,"1,778","1,855",1,1
George Bertram,NA,NA,NA,1,1
George Blagrove Snell,NA,NA,NA,1,1
George Bonavia,NA,"1,818","1,901",1,1
George Bonham,NA,"1,803","1,863",1,1
George Boulton,NA,NA,NA,1,1
George Bryant,NA,NA,NA,1,1
George Busk,NA,"1,807","1,886",1,1
George Byham,NA,"1,826",NA,1,1
George Byrne Lee,NA,NA,NA,1,1
George C Thompson,NA,NA,NA,1,1
George Calvert,NA,NA,NA,1,1
George Carter,NA,NA,NA,1,1
George Catlin,NA,"1,796","1,872",1,1
George Christie,NA,NA,NA,,3
George Cook,1,NA,NA,,3
George Cooke,NA,NA,NA,,3
George Courthope Green,NA,NA,"1,875",1,1
George Critchett,NA,"1,817","1,882",1,1
George Crosfield,1,NA,NA,,3
George Curling Joad,NA,"1,837","1,881",1,1
George Cutler,NA,NA,NA,1,1
George Dalhousie Ramsay,NA,NA,NA,1,1
George Dawson,NA,"1,821","1,876",1,1
George Denman,NA,"1,819","1,896",1,1
George Dennis,NA,"1,814","1,898",1,1
George Dibley,NA,NA,NA,1,1
George Duncan Gibb,NA,"1,821","1,876",1,1
George E Roberts,NA,"1,831","1,865",1,1
George Edgeworth Fenwick,NA,"1,825","1,894",1,1
George Fleming,NA,"1,833","1,901",1,1
George Folsom,NA,"1,802","1,869",1,1
George Ford Copeland,NA,"1,810","1,873",1,1
George Fox,1,NA,NA,,3
George Frederick Rolph,NA,NA,NA,1,1
George Granville Francis Egerton,NA,"1,823","1,862",1,1
George Grenfell Glyn,NA,"1,824","1,887",1,1
George Grey,NA,"1,812","1,898",1,1
George H Pope,NA,NA,NA,1,1
George Hawkins,NA,NA,NA,1,1
George Head,1,NA,NA,,3
George Henry Daw,NA,NA,NA,1,1
George Hill,NA,NA,NA,1,1
George Hill Smith,NA,"1,815","1,893",1,1
George James Ivey,NA,NA,NA,1,1
George Jarvis,NA,NA,NA,,3
George K H Paterson,NA,NA,NA,1,1
George L Neighbour,1,NA,NA,,3
George Lade,NA,NA,NA,1,1
George M Braggiotti,NA,NA,NA,1,1
George Macleay,NA,"1,809","1,891",1,1
George Maw,NA,"1,832","1,912",1,1
George McHenry,NA,NA,NA,1,1
George Michael Perry,NA,NA,NA,1,1
George Moore,NA,"1,803","1,880",1,1
George Mott,NA,"1,831","1,906",1,1
George N Tatham,1,NA,NA,,3
George Nesbitt,NA,NA,NA,1,1
George North,NA,NA,NA,1,1
George O'Gorman,NA,NA,NA,1,1
George Palmer,1,NA,NA,,3
George Peacocke,NA,"1,829","1,871",1,1
George Petrie,NA,"1,818","1,875",1,1
George Pouchet,NA,"1,833","1,894",1,1
George Pringle,NA,NA,NA,1,1
George Ralph Tate,NA,"1,835","1,874",1,1
George Ramsay,NA,NA,NA,1,1
George Rawson,NA,NA,NA,,3
George Rayner Croxford,NA,NA,NA,1,1
George Rogers,NA,"1,809","1,891",1,1
George Rolleston,NA,"1,829","1,881",1,1
George Russell Dartnell,NA,"1,799","1,878",1,1
George S  Lennon Hunt,NA,NA,NA,1,1
George Sexton,NA,NA,NA,1,1
George Seymour,NA,NA,NA,1,1
George Smithson,1,NA,NA,,3
George St Clair,NA,"1,836","1,908",1,1
George Stacey,1,NA,NA,,2
George Stacey Gibson,1,"1,818","1,883",1,1
George Stancliff,NA,NA,NA,,3
George Sturge,1,NA,NA,,3
George Suttor,NA,"1,774","1,859",1,1
George T Hine,NA,NA,NA,1,1
George T Kemp,NA,NA,NA,,3
George Tate,NA,"1,805","1,871",1,1
George Thomas,1,NA,NA,,3
George Thorne Ricketts,NA,"1,826","1,919",1,1
George Treffry,1,NA,NA,,3
George Vaughan,NA,NA,NA,1,1
George Venables Vernon,NA,NA,"1,878",1,1
George W  (1) Brown,NA,NA,NA,1,1
George Walker,NA,NA,NA,1,1
George Waterhouse,NA,"1,810","1,888",1,1
George Webbe Dasent,NA,"1,817","1,896",1,1
George Webster,NA,NA,NA,1,1
George Whitely Smith,NA,NA,NA,1,1
George William Barrington,NA,"1,824","1,886",1,1
George William Marshall,NA,"1,839","1,905",1,1
George William Septimus Piesse,NA,"1,820","1,882",1,1
George Williams,NA,NA,NA,1,1
George Wilson,1,NA,NA,,3
George Windsor Earl,NA,"1,813","1,865",1,1
George Witt,NA,"1,804","1,869",1,1
George Wollaston,NA,NA,NA,1,1
Georgia Historical Society,,,,,
German Oriental Society,,,,,
Germany,,,,,
Gibraltar,,,,,
Giustiniano Nicolucci,NA,"1,819","1,904",1,1
Glasgow Art Club,,,,,
Glasgow Secular School Society,,,,,
Glasgow Sunday Educational Association,,,,,
Goday Naraen Gajapati Rao,NA,"1,828","1,903",1,1
Gonzalez Velasco,NA,"1,815","1,882",1,1
Gopsill Brown,1,NA,NA,,3
Grafton Club,,,,,
Gray Hester,1,NA,NA,,3
Greece,,,,,
Gregory Tschurowsky,NA,"1,804","1,884",1,1
Griffin Curtis Galt,NA,NA,NA,1,1
Guards Club,,,,,
Gurney Hoare,1,NA,NA,,3
Gurney Pease,1,NA,NA,,3
Gustaf Lindstrom,NA,"1,829","1,901",1,1
Gustaf Von Duben,NA,"1,822","1,892",1,1
Gustav Oppert,NA,"1,836","1,908",1,1
Gustavus Dressler,NA,NA,NA,1,1
H  Albert Freuler,NA,NA,NA,1,1
H  Brinsley Sheridan,NA,"1,820","1,906",1,1
H  Burnard Owen,NA,NA,NA,1,1
H  Fowler Ransford,NA,NA,NA,1,1
H  Hodgson Rugg,NA,"1,812","1,891",1,1
H  Victor Martin,NA,"1,811","1,901",1,1
H  le Hon,NA,"1,809","1,872",1,1
H A Husband,NA,NA,NA,1,1
H B Larking,NA,NA,NA,,3
H B Riddell,NA,NA,NA,1,1
H B Thorpe,NA,NA,NA,,3
H Birkbeck,1,NA,NA,,3
H C  Grove Morris,NA,NA,NA,1,1
H C Rutherford,NA,NA,NA,,3
H C Walton,NA,"1,841","1,872",1,1
H Clerk,NA,NA,NA,1,1
H Copham,NA,NA,NA,1,1
H Driver,NA,NA,"1,868",1,1
H E Garvey,NA,NA,NA,,3
H G Gridley,NA,"1,820",NA,1,1
H H Willis,NA,NA,NA,,3
H Headley,1,NA,NA,,3
H I Staples,NA,NA,NA,1,1
H J B Hancock,NA,NA,NA,1,1
H J Sturge,1,NA,NA,,3
H K Twyford,NA,NA,NA,1,1
H L Lobeck,NA,NA,NA,,3
H Martin,NA,NA,NA,,3
H McNicholl,NA,NA,NA,1,1
H N Holme,NA,NA,NA,1,1
H O Wills,NA,NA,NA,,3
H Purdon,NA,NA,NA,1,1
H R Adam,NA,NA,NA,1,1
H R Rowcroft,NA,NA,NA,1,1
H Rolls,NA,NA,NA,,3
H S Purdon,NA,"1,843","1,906",1,1
H Squire,1,NA,NA,,3
H Taylor,1,NA,NA,,3
H V Simpson,NA,NA,NA,1,1
H W Howarth,NA,NA,NA,1,1
H Wise,1,NA,NA,,3
Haggar Lowe,1,NA,NA,,3
Hahneman Medical Society,,,,,
Haiti,,,,,
Halifax Literary and Philosophical Society,,,,,
Hamilton J Hulcee,NA,NA,NA,1,1
Hamilton Roe,NA,NA,NA,1,1
Handel Cossham,NA,"1,824","1,890",1,1
Handel Crosham,NA,NA,NA,,3
Hannah Baker,NA,NA,NA,,3
Hannah Good,NA,NA,NA,,3
Hannah Scarr,1,NA,NA,,3
Hannah Scurr,NA,NA,NA,,3
Harford Lury,1,NA,NA,,3
Harriett Warner,NA,NA,NA,,3
Harry Crommelin Rowcroft,NA,"1,840","1,876",1,1
Harry Parkes,NA,"1,828","1,885",1,1
Harveian Society,,,,,
Hastings and St Leonard's Philosophical Society,,,,,
Hector Maclean,NA,"1,818","1,893",1,1
Heinrich Richter,NA,NA,NA,,3
Hendrick Agnis Chignell,NA,"1,833","1,879",1,1
Henri Milne-Edwards,NA,"1,800","1,885",1,1
Henrietta Warner,NA,NA,NA,,3
Henry (1) Brookes,NA,NA,NA,1,1
Henry (2) Brookes,NA,NA,NA,1,1
Henry (the father) Jackson,NA,"1,806","1,866",1,1
Henry (the son) Jackson,NA,"1,839","1,921",1,1
Henry A Hertz,NA,NA,NA,1,1
Henry Alexander,1,NA,NA,,3
Henry Angus,NA,NA,NA,,3
Henry Ashworth,NA,"1,794","1,880",1,1
Henry Augustus Cowper,NA,NA,NA,1,1
Henry Barber,NA,NA,NA,1,1
Henry Bowden Lyle,NA,"1,843","1,887",1,1
Henry Brady,1,NA,NA,,3
Henry Brunskill,NA,NA,NA,1,1
Henry Burden,NA,"1,835","1,893",1,1
Henry Burlingham,1,NA,NA,,3
Henry Butler,NA,"1,838",NA,1,1
Henry Callaway,NA,"1,817","1,890",1,1
Henry Campbell,NA,NA,NA,1,1
Henry Charlton,NA,NA,"1,872",1,1
Henry Christopher Bunkell,NA,"1,829","1,903",1,1
Henry Christy,1,"1,810","1,865",1,1
Henry Clare,NA,NA,NA,1,1
Henry Clark,NA,NA,NA,1,1
Henry Coates,NA,NA,NA,1,1
Henry Cole,NA,"1,808","1,882",1,1
Henry Corles Bingham,NA,"1,801","1,868",1,1
Henry Crowley,1,NA,"1,887",1,1
Henry Danby Seymour,NA,"1,820",NA,1,1
Henry Dickman,NA,NA,NA,1,1
Henry Distin,NA,NA,NA,1,1
Henry Drummond Wolff,NA,"1,830","1,908",1,1
Henry Duckworth,NA,NA,NA,1,1
Henry E Gurney,1,NA,NA,,3
Henry Edward Jessop,NA,NA,NA,1,1
Henry F Mills,NA,NA,NA,1,1
Henry F Rivers,NA,"1,830","1,911",1,1
Henry Fell Pease,1,NA,NA,,3
Henry Fletcher Hance,NA,"1,827","1,886",1,1
Henry Fox,1,NA,NA,,3
Henry Francis Jeune Guppy,NA,NA,NA,1,1
Henry G Williams,NA,NA,NA,1,1
Henry Garland Matthews,NA,"1,838","1,908",1,1
Henry George Bohn,NA,"1,796","1,884",1,1
Henry Greenway,NA,NA,NA,1,1
Henry Hallam,NA,"1,777","1,859",1,1
Henry Harland,NA,NA,NA,1,1
Henry Harris,1,NA,NA,,3
Henry Hipsley,1,NA,NA,,3
Henry Hotze,NA,"1,833","1,887",1,1
Henry Hoyle Howorth,NA,"1,842","1,923",1,1
Henry Hoyte Winwood,NA,"1,831","1,920",1,1
Henry Hudson,NA,NA,"1,889",1,1
Henry Hunt,1,NA,NA,,3
Henry James Bolding,NA,NA,"1,888",1,1
Henry James Castle,NA,NA,NA,1,1
Henry James Johnson,NA,NA,NA,1,1
Henry James Paine,NA,NA,NA,1,1
Henry John Adams,NA,NA,NA,1,1
Henry John Turner,NA,NA,NA,1,1
Henry Johnson,NA,NA,NA,1,1
Henry Jules Blanc,NA,NA,NA,1,1
Henry King Spark,NA,"1,824","1,899",1,1
Henry Knight,1,NA,NA,,3
Henry Leighton,NA,NA,NA,1,1
Henry Lonsdale,NA,"1,816","1,876",1,1
Henry Matthews,NA,"1,826","1,913",1,1
Henry Miegoe,NA,NA,NA,,3
Henry Moreing,NA,NA,NA,,3
Henry Moreton Johnson,NA,NA,NA,1,1
Henry Muirhead,NA,"1,814","1,890",1,1
Henry N Lay,NA,NA,NA,1,1
Henry Norsworthy,NA,NA,NA,1,1
Henry Pratt,NA,NA,NA,1,1
Henry R Schoolcraft,NA,"1,793","1,864",1,1
Henry Raikes,NA,NA,NA,1,1
Henry Rawlinson,NA,"1,810","1,895",1,1
Henry Reginald Moore,NA,NA,NA,1,1
Henry Richardson,1,NA,NA,,3
Henry Robarts,NA,NA,NA,,3
Henry Rochdale King,NA,NA,NA,,3
Henry Rowland Ellison Grey,NA,"1,834","1,909",1,1
Henry Rudall,NA,"1,793","1,868",1,1
Henry Russell,1,NA,NA,,3
Henry S Boase,NA,NA,NA,1,1
Henry Sewell,NA,NA,NA,1,1
Henry Southey,NA,"1,783","1,865",1,1
Henry Stanhope Freeman,NA,"1,831","1,865",1,1
Henry Sterry,1,NA,NA,,3
Henry Stretton,NA,NA,"1,890",1,1
Henry Syer Cuming,NA,"1,817","1,902",1,1
Henry Thorowgood Barnes,NA,NA,NA,1,1
Henry Tuckett,NA,NA,NA,,3
Henry Valentine Crassweller,NA,NA,NA,1,1
Henry Vignaud,NA,"1,830","1,922",1,1
Henry Walter Barlow,NA,"1,830","1,867",1,1
Henry Walter Bellew,NA,"1,834","1,892",1,1
Henry Webster,NA,NA,NA,1,1
Henry Whitfeld,NA,NA,NA,1,1
Henry Wilberforce Clarke,NA,"1,840","1,905",1,1
Henry Willan Jackson,NA,"1,842","1,914",1,1
Henry William (1) Jackson,NA,NA,NA,1,1
Henry William Newton,NA,NA,NA,1,1
Henry William Wickes,NA,NA,NA,1,1
Henry Williams,NA,NA,NA,1,1
Henry jun Prigg,NA,NA,NA,1,1
Herbert Taylor Ussher,NA,"1,836","1,880",1,1
Herman Quinius,NA,NA,NA,,3
Hermann Beigel,NA,"1,830","1,879",1,1
Hermann Burmeister,NA,"1,807","1,892",1,1
Hermann Schaaffhausen,NA,"1,816","1,893",1,1
Hermann Welcker,NA,"1,822","1,897",1,1
Hermann de Schlagintweit,NA,"1,826","1,882",1,1
Hertfordshire Natural History Society,,,,,
Hervy Masterson,NA,NA,NA,1,1
Hippolyte-Jean Gosse,NA,"1,834","1,901",1,1
Historic Society of Lancashire and Cheshire,,,,,
Historical Institute,,,,,
Hodder Michael Westropp,NA,"1,820","1,885",1,1
Holland,,,,,
Holmes Coote,NA,"1,817","1,872",1,1
Homerton Smith,NA,NA,NA,,3
Hong Kong,,,,,
Horace Swete,NA,"1,825",NA,1,1
Horace William Petherick,NA,"1,839","1,919",1,1
